SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
NOV.2737.22.2	P48745	Protein NOV homolog	NovH	NOV	ENSG00000136999	8	ENSG00000136999	120428618.0
NOVA1.12557.18.3	P51513	RNA-binding protein Nova-1	NOVA1	NOVA1	ENSG00000139910	14	ENSG00000139910	27066465.0
NPC2.6259.60.3	P61916	Epididymal secretory protein E1	Epididymal secretory protein E1	NPC2	ENSG00000119655	14	ENSG00000119655	74960042.0
NPDC1.10424.31.3	Q9NQX5	Neural proliferation differentiation and control protein 1	NPDC1	NPDC1	ENSG00000107281	9	ENSG00000107281	139939526.0
NPFF.5617.41.3	O15130	Pro-FMRFamide-related neuropeptide FF	NPFF	NPFF	ENSG00000139574	12	ENSG00000139574	53901397.0
NPIPB3.9954.2.3	Q92617	Nuclear pore complex-interacting protein family member B3	NPPL3	NPIPB3	ENSG00000169246	16	ENSG00000169246	21436675.0
NPLOC4.12993.21.3	Q8TAT6	Nuclear protein localization protein 4 homolog	NPL4	NPLOC4	ENSG00000182446	17	ENSG00000182446	79564345.0
NPPA.5443.62.2	P01160	Atrial natriuretic factor	ANP	NPPA	ENSG00000175206	1	ENSG00000175206	11908121.0
NPPB.3723.1.2	P16860	Brain natriuretic peptide 32	BNP-32	NPPB	ENSG00000120937	1	ENSG00000120937	11918988.0
NPPB.7655.11.3	P16860	N-terminal pro-BNP	N-terminal pro-BNP	NPPB	ENSG00000120937	1	ENSG00000120937	11918988.0
NPS.6390.18.3	P0C0P6	Neuropeptide S	NPS	NPS	ENSG00000214285	10	ENSG00000214285	129347613.0
NPTX1.9256.78.3	Q15818	Neuronal pentraxin-1	NPTX1	NPTX1	ENSG00000171246	17	ENSG00000171246	78450008.0
NPTX2.6521.35.3	P47972	Neuronal pentraxin-2	NPTX2	NPTX2	ENSG00000106236	7	ENSG00000106236	98247794.0
NPW.9986.14.3	Q8N729	Neuropeptide W	Neuropeptide W	NPW	ENSG00000183971	16	ENSG00000183971	2069521.0
NQO1.9837.60.3	P15559	NAD(P)H dehydrogenase [quinone] 1	NAD(P)H dehydrogenase	NQO1	ENSG00000181019	16	ENSG00000181019	69760463.0
NQO2.9754.33.3	P16083	Ribosyldihydronicotinamide dehydrogenase [quinone]	Quinone reductase 2	NQO2	ENSG00000124588	6	ENSG00000124588	3000223.0
NR1D1.5236.2.3	P20393	Nuclear receptor subfamily 1 group D member 1	NR1D1	NR1D1	ENSG00000126368	17	ENSG00000126368	38256978.0
NR1D2.12885.42.3	Q14995	Nuclear receptor subfamily 1 group D member 2	NR1D2	NR1D2	ENSG00000174738	3	ENSG00000174738	23987612.0
NR1H2.9016.12.3	P55055	Oxysterols receptor LXR-beta	NR1H2	NR1H2	ENSG00000131408	19	ENSG00000131408	50879721.0
NR3C1.2857.70.2	P04150	Glucocorticoid receptor	Glucocorticoid receptor	NR3C1	ENSG00000113580	5	ENSG00000113580	142783694.0
NR3C2.12931.16.3	P08235	Mineralocorticoid receptor	MCR	NR3C2	ENSG00000151623	4	ENSG00000151623	149363376.0
NR4A1.8089.173.3	P22736	Nuclear receptor subfamily 4 group A member 1	NR4A1	NR4A1	ENSG00000123358	12	ENSG00000123358	52445208.5
NR5A2.12444.39.3	O00482	Nuclear receptor subfamily 5 group A member 2	NR5A2	NR5A2	ENSG00000116833	1	ENSG00000116833	199996898.0
NRAC.13464.8.3	Q8N912	Nutritionally-regulated adipose and cardiac enriched protein homolog	NRAC	NRAC	ENSG00000184601	14	ENSG00000184601	105046101.0
NRBP1.12616.45.3	Q9UHY1	Nuclear receptor-binding protein	NRBP	NRBP1	ENSG00000115216	2	ENSG00000115216	27654544.0
NRCAM.5109.24.3	Q92823	Neuronal cell adhesion molecule	Nr-CAM	NRCAM	ENSG00000091129	7	ENSG00000091129	107961335.5
NRG1.9178.30.3	Q02297	Neuregulin-1	NEUREGULIN-1	NRG1	ENSG00000157168	8	ENSG00000157168	32406137.0
NRG2.8060.7.3	O14511	Pro-neuregulin-2, membrane-bound isoform	NRG2	NRG2	ENSG00000158458	5	ENSG00000158458	139422654.0
NRG4.14139.16.3	Q8WWG1	Neuregulin-4	NRG4	NRG4	ENSG00000169752	15	ENSG00000169752	76304763.0
NRN1.8806.18.3	Q9NPD7	Neuritin	NRN1	NRN1	ENSG00000124785	6	ENSG00000124785	6005198.0
NRP1.3214.3.2	O14786	Neuropilin-1	NRP1	NRP1	ENSG00000099250	10	ENSG00000099250	33623380.0
NRP2.6590.54.3	O60462	Neuropilin-2	Neuropilin-2	NRP2	ENSG00000118257	2	ENSG00000118257	206547999.5
NRSN1.11654.77.3	Q8IZ57	Neurensin-1	NRSN1	NRSN1	ENSG00000152954	6	ENSG00000152954	24126459.0
NRXN1.5110.84.3	P58400	Neurexin-1-beta	NRX1B	NRXN1	ENSG00000179915	2	ENSG00000179915	50883552.0
NRXN1.8971.9.3	Q9ULB1	Neurexin-1	NRX1A	NRXN1	ENSG00000179915	2	ENSG00000179915	50883552.0
NRXN2.8876.51.3	P58401	Neurexin-2-beta	NRX2B	NRXN2	ENSG00000110076	11	ENSG00000110076	64454533.5
NRXN3.5111.15.3	Q9HDB5	Neurexin-3-beta	NRX3B	NRXN3	ENSG00000021645	14	ENSG00000021645	79164563.0
NRXN3.7093.20.3	Q9HDB5	Neurexin-3-beta	NRX3B	NRXN3	ENSG00000021645	14	ENSG00000021645	79164563.0
NRXN3.9799.3.3	Q9HDB5	Neurexin-3-beta	NRX3B	NRXN3	ENSG00000021645	14	ENSG00000021645	79164563.0
NSDHL.8038.41.3	Q15738	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL	NSDHL	ENSG00000147383	X	ENSG00000147383	151999511.0
NSF.13992.12.3	P46459	Vesicle-fusing ATPase	NSF	NSF	ENSG00000073969	17	ENSG00000073969	44668387.0
NSG1.7802.53.3	P42857	Neuron-specific protein family member 1	NSG1	NSG1	ENSG00000168824	4	ENSG00000168824	4386990.0
NSG2.13409.9.3	Q9Y328	Neuron-specific protein family member 2	NSG2	NSG2	ENSG00000170091	5	ENSG00000170091	173472747.0
NT5C.12560.9.3	Q8TCD5	5'(3')-deoxyribonucleotidase, cytosolic type	NT5C	NT5C	ENSG00000125458	17	ENSG00000125458	73127793.5
NT5E.6993.8.3	P21589	5'-Nucleotidase	5'-Nucleotidase	NT5E	ENSG00000135318	6	ENSG00000135318	86159827.0
NTF3.4145.58.2	P20783	Neurotrophin-3	Neurotrophin-3	NTF3	ENSG00000185652	12	ENSG00000185652	5572794.5
NTF4.4146.58.2	P34130	Neurotrophin-4	Neurotrophin-5	NTF4	ENSG00000225950	19	ENSG00000225950	49568204.5
NTMT1.12454.105.3	Q9BV86	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTM1A	NTMT1	ENSG00000148335	9	ENSG00000148335	132388479.0
NTN1.6634.4.3	O95631	Netrin-1	NET1	NTN1	ENSG00000065320	17	ENSG00000065320	8925587.0
NTN1.6649.51.3	O95631	Netrin-1	NET1	NTN1	ENSG00000065320	17	ENSG00000065320	8925587.0
NTN4.3327.27.1	Q9HB63	Netrin-4	NET4	NTN4	ENSG00000074527	12	ENSG00000074527	96184087.0
NTNG1.5637.81.3	Q9Y2I2	Netrin-G1	NTNG1	NTNG1	ENSG00000162631	1	ENSG00000162631	107683442.0
NTRK1.3477.63.2	P04629	High affinity nerve growth factor receptor	TrkA	NTRK1	ENSG00000198400	1	ENSG00000198400	156830646.5
NTRK2.4866.59.2	Q16620	BDNF/NT-3 growth factors receptor	TrkB	NTRK2	ENSG00000148053	9	ENSG00000148053	87284693.0
NTRK3.2658.27.1	Q16288	NT-3 growth factor receptor	TrkC	NTRK3	ENSG00000140538	15	ENSG00000140538	88772508.5
NTS.7857.22.3	P30990	Neurotensin/neuromedin N	NEUT	NTS	ENSG00000133636	12	ENSG00000133636	86268075.0
NUDC.8887.21.3	Q9Y266	Nuclear migration protein nudC	NUDC	NUDC	ENSG00000090273	1	ENSG00000090273	27248425.0
NUDT12.13947.371.3	Q9BQG2	Peroxisomal NADH pyrophosphatase NUDT12	NUD12	NUDT12	ENSG00000112874	5	ENSG00000112874	102898490.5
NUDT16L1.12497.29.3	Q9BRJ7	Protein syndesmos	SDOS	NUDT16L1	ENSG00000168101	16	ENSG00000168101	4743708.0
NUDT8.7872.5.3	Q8WV74	Nucleoside diphosphate-linked moiety X motif 8, mitochondrial	NUDT8	NUDT8	ENSG00000167799	11	ENSG00000167799	67397392.0
NUDT9.9482.110.3	Q9BW91	ADP-ribose pyrophosphatase, mitochondrial	NUDT9	NUDT9	ENSG00000170502	4	ENSG00000170502	88343791.0
NUP210L.9606.4.3	Q5VU65	Nuclear pore membrane glycoprotein 210-like	P210L	NUP210L	ENSG00000143552	1	ENSG00000143552	154127592.0
NXF1.12453.161.3	Q9UBU9	Nuclear RNA export factor 1	NXF1	NXF1	ENSG00000162231	11	ENSG00000162231	62572906.5
NXPH1.4562.1.2	P58417	Neurexophilin-1	NXPH1	NXPH1	ENSG00000122584	7	ENSG00000122584	8474693.0
NXPH3.6054.6.3	O95157	Neurexophilin-3	NXPH3	NXPH3	ENSG00000182575	17	ENSG00000182575	47653484.0
NXT1.9942.2.3	Q9UKK6	NTF2-related export protein 1	NXT1	NXT1	ENSG00000132661	20	ENSG00000132661	23331373.0
OAF.6414.8.3	Q86UD1	Out at first protein homolog	OAF	OAF	ENSG00000184232	11	ENSG00000184232	120082009.0
OAS1.10361.25.3	P00973	2'-5'-oligoadenylate synthase 1	OAS1	OAS1	ENSG00000089127	12	ENSG00000089127	113344812.0
OAZ1.9893.27.3	P54368	Ornithine decarboxylase antizyme 1	Ornithine decarboxylase antizyme	OAZ1	ENSG00000104904	19	ENSG00000104904	2269529.0
OBP2A.6526.77.3	Q9NY56	Odorant-binding protein 2a	OBP2A	OBP2A	ENSG00000122136	9	ENSG00000122136	138437985.0
OBP2B.5680.54.3	Q9NPH6	Odorant-binding protein 2b	OBP2B	OBP2B	ENSG00000171102	9	ENSG00000171102	136084628.0
OCIAD1.3635.76.4	Q9NX40	OCIA domain-containing protein 1	OCAD1	OCIAD1	ENSG00000109180	4	ENSG00000109180	48833101.0
OCRL.10011.65.3	Q01968	Inositol polyphosphate 5-phosphatase OCRL-1	OCRL	OCRL	ENSG00000122126	X	ENSG00000122126	128674252.0
ODC1.13689.2.3	P11926	Ornithine decarboxylase	Ornithine decarboxylase	ODC1	ENSG00000115758	2	ENSG00000115758	10588174.5
OLA1.12659.13.3	Q9NTK5	Obg-like ATPase 1	GTPB9	OLA1	ENSG00000138430	2	ENSG00000138430	175112015.0
OLFML3.8660.33.3	Q9NRN5	Olfactomedin-like protein 3	OLFL3	OLFML3	ENSG00000116774	1	ENSG00000116774	114522089.0
OLFML3.8660.5.3	Q9NRN5	Olfactomedin-like protein 3	OLFL3	OLFML3	ENSG00000116774	1	ENSG00000116774	114522089.0
OLR1.3636.37.4	P78380	Oxidized low-density lipoprotein receptor 1	OLR1	OLR1	ENSG00000173391	12	ENSG00000173391	10321781.0
OMD.5358.3.3	Q99983	Osteomodulin	OMD	OMD	ENSG00000127083	9	ENSG00000127083	95186743.0
OPALIN.7736.28.3	Q96PE5	Opalin	OPALI	OPALIN	ENSG00000197430	10	ENSG00000197430	98119059.0
OPCML.3634.5.4	Q14982	Opioid-binding protein/cell adhesion molecule	OBCAM	OPCML	ENSG00000183715	11	ENSG00000183715	132813566.0
OPHN1.12591.27.3	O60890	Oligophrenin-1	Oligophrenin-1	OPHN1	ENSG00000079482	X	ENSG00000079482	67604831.5
ORC6L.12389.4.3	Q9Y5N6	Origin recognition complex subunit 6	ORC6	ORC6L				
OSBPL11.12878.60.3	Q9BXB4	Oxysterol-binding protein-related protein 11	OSB11	OSBPL11	ENSG00000144909	3	ENSG00000144909	125313934.0
OSCAR.7116.31.3	Q8IYS5	Osteoclast-associated immunoglobulin-like receptor	OSCAR	OSCAR	ENSG00000170909	19	ENSG00000170909	54604129.0
OSM.14063.17.3	P13725	Oncostatin-M	OSM	OSM	ENSG00000099985	22	ENSG00000099985	30662828.0
OSM.2693.20.3	P13725	Oncostatin-M	OSM	OSM	ENSG00000099985	22	ENSG00000099985	30662828.0
OSMR.10892.8.3	Q99650	Oncostatin-M-specific receptor subunit beta	OSMR	OSMR	ENSG00000145623	5	ENSG00000145623	38904500.0
OSTN.7265.32.3	P61366	Osteocrin	OSTN	OSTN	ENSG00000188729	3	ENSG00000188729	190923676.0
OTUB2.12493.42.3	Q96DC9	Ubiquitin thioesterase OTUB2	OTUB2	OTUB2	ENSG00000089723	14	ENSG00000089723	94492699.5
OXT.8257.71.3	P01178	Oxytocin-neurophysin 1	NEU1	OXT	ENSG00000101405	20	ENSG00000101405	3052266.0
P2RX6.7233.73.3	O15547	P2X purinoceptor 6	P2RX6	P2RX6	ENSG00000099957	22	ENSG00000099957	21369461.5
P4HA1.11645.9.3	P13674	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	P4HA1	ENSG00000122884	10	ENSG00000122884	74856732.0
P4HA2.11348.132.3	O15460	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	P4HA2	ENSG00000072682	5	ENSG00000072682	131563512.0
PABPC3.10447.18.3	Q9H361	Polyadenylate-binding protein 3	PABP3	PABPC3	ENSG00000151846	13	ENSG00000151846	25670300.0
PABPC4.12603.87.3	Q13310	Polyadenylate-binding protein 4	PABP4	PABPC4	ENSG00000090621	1	ENSG00000090621	40034529.0
PACAP.7780.34.3	Q8WU39	Marginal zone B- and B1-cell-specific protein	PACAP	PACAP	ENSG00000141433	18	ENSG00000141433	906331.0
PAFAH1B2.2642.4.1	P68402	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH beta subunit	PAFAH1B2	ENSG00000168092	11	ENSG00000168092	117015019.5
PAICS.9841.197.3	P22234	Multifunctional protein ADE2	Multifunctional protein ADE2	PAICS	ENSG00000128050	4	ENSG00000128050	57302254.5
PAIP1.12430.78.3	Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1	PAIP1	ENSG00000172239	5	ENSG00000172239	43557180.0
PAK3.3387.1.2	O75914	Serine/threonine-protein kinase PAK 3	PAK3	PAK3	ENSG00000077264	X	ENSG00000077264	110340110.0
PAK4.13719.19.3	O96013	Serine/threonine-protein kinase PAK 4	PAK4	PAK4	ENSG00000130669	19	ENSG00000130669	39616454.0
PAK7.3388.58.2	Q9P286	Serine/threonine-protein kinase PAK 7	PAK7	PAK7	ENSG00000101349	20	ENSG00000101349	9819515.0
PAM.5620.13.3	P19021	Peptidyl-glycine alpha-amidating monooxygenase	AMD	PAM	ENSG00000145730	5	ENSG00000145730	102201523.0
PANK3.12658.72.3	Q9H999	Pantothenate kinase 3	PANK3	PANK3	ENSG00000120137	5	ENSG00000120137	168006355.0
PAPLN.11254.13.3	O95428	Papilin	PPN	PAPLN	ENSG00000100767	14	ENSG00000100767	73706333.0
PAPOLG.8343.224.3	Q9BWT3	Poly(A) polymerase gamma	PAPOG	PAPOLG	ENSG00000115421	2	ENSG00000115421	60987270.0
PAPPA.4148.49.2	Q13219	Pappalysin-1	PAPP-A	PAPPA	ENSG00000182752	9	ENSG00000182752	119022581.5
PAPPA2.5756.66.3	Q9BXP8	Pappalysin-2	PAPP2	PAPPA2	ENSG00000116183	1	ENSG00000116183	176506439.0
PAPSS1.14007.22.3	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPS1	PAPSS1	ENSG00000138801	4	ENSG00000138801	108641321.0
PARK2.13013.41.3	O60260	E3 ubiquitin-protein ligase parkin	PRKN2	PARK2	ENSG00000185345	6	ENSG00000185345	163148796.0
PARK7.5016.61.2	Q99497	Protein deglycase DJ-1	PARK7	PARK7	ENSG00000116288	1	ENSG00000116288	8021784.5
PARK7.9845.33.3	Q99497	Protein deglycase DJ-1	PARK7	PARK7	ENSG00000116288	1	ENSG00000116288	8021784.5
PARP1.10534.40.3	P09874	Poly [ADP-ribose] polymerase 1	PARP	PARP1	ENSG00000143799	1	ENSG00000143799	226569654.5
PARP11.12882.7.3	Q9NR21	Poly [ADP-ribose] polymerase 11	PAR11	PARP11	ENSG00000111224	12	ENSG00000111224	3982540.0
PARP16.7881.244.3	Q8N5Y8	Mono [ADP-ribose] polymerase PARP16	PAR16	PARP16	ENSG00000138617	15	ENSG00000138617	65579181.0
PARVA.13434.172.3	Q9NVD7	Alpha-parvin	PARVA	PARVA	ENSG00000197702	11	ENSG00000197702	12419788.0
PATE1.8386.11.3	Q8WXA2	Prostate and testis expressed protein 1	PATE	PATE1	ENSG00000171053	11	ENSG00000171053	125616189.0
PATE4.8065.245.3	P0C8F1	Prostate and testis expressed protein 4	PATE4	PATE4	ENSG00000237353	11	ENSG00000237353	125703211.0
PAX4.12398.15.3	O43316	Paired box protein Pax-4	PAX4	PAX4	ENSG00000106331	7	ENSG00000106331	127255752.0
PAXIP1.12894.3.3	Q6ZW49	PAX-interacting protein 1	PAXI1	PAXIP1	ENSG00000157212	7	ENSG00000157212	154793810.0
PC.13990.1.3	P11498	Pyruvate carboxylase, mitochondrial	pyruvate carboxylase	PC	ENSG00000173599	11	ENSG00000173599	66723626.5
PCBD1.11313.100.3	P61457	Pterin-4-alpha-carbinolamine dehydratase	PHS	PCBD1	ENSG00000166228	10	ENSG00000166228	72648011.0
PCBD2.6899.37.3	Q9H0N5	Pterin-4-alpha-carbinolamine dehydratase 2	PHS2	PCBD2	ENSG00000132570	5	ENSG00000132570	134240836.5
PCBP1.11458.30.3	Q15365	Poly(rC)-binding protein 1	PCBP1	PCBP1	ENSG00000169564	2	ENSG00000169564	70314585.0
PCDH10.8780.2.3	Q9P2E7	Protocadherin-10	PCD10	PCDH10	ENSG00000138650	4	ENSG00000138650	134073259.0
PCDH10.9018.38.3	Q9P2E7	Protocadherin-10	PCD10	PCDH10	ENSG00000138650	4	ENSG00000138650	134073259.0
PCDH15.14228.1.3	Q96QU1	Protocadherin-15	PCD15	PCDH15	ENSG00000150275	10	ENSG00000150275	56561051.0
PCDH9.10558.26.3	Q9HC56	Protocadherin-9	PCDH9	PCDH9	ENSG00000184226	13	ENSG00000184226	67804463.0
PCDHA4.10533.1.3	Q9UN74	Protocadherin alpha-4	PCDA4	PCDHA4	ENSG00000204967	5	ENSG00000204967	140186672.0
PCDHA4.7157.22.3	Q9UN74	Protocadherin alpha-4	PCDA4	PCDHA4	ENSG00000204967	5	ENSG00000204967	140186672.0
PCDHA7.8758.2.3	Q9UN72	Protocadherin alpha-7	PCDA7	PCDHA7	ENSG00000204963	5	ENSG00000204963	140213969.0
PCDHAC2.9361.7.3	Q9Y5I4	Protocadherin alpha-C2	PCDC2	PCDHAC2	ENSG00000243232	5	ENSG00000243232	140345820.0
PCDHB1.9941.70.3	Q9Y5F3	Protocadherin beta-1	PCDB1	PCDHB1	ENSG00000171815	5	ENSG00000171815	140430979.0
PCDHB10.9963.19.3	Q9UN67	Protocadherin beta-10	PCDBA	PCDHB10	ENSG00000120324	5	ENSG00000120324	140571942.0
PCDHB2.10748.216.3	Q9Y5E7	Protocadherin beta-2	PCDB2	PCDHB2	ENSG00000112852	5	ENSG00000112852	140474227.0
PCDHB4.10522.167.3	Q9Y5E5	Protocadherin beta-4	PCDB4	PCDHB4	ENSG00000081818	5	ENSG00000081818	140501581.0
PCDHGA8.11259.71.3	Q9Y5G5	Protocadherin gamma-A8	PCDG8	PCDHGA8	ENSG00000253767	5	ENSG00000253767	140772381.0
PCDHGC5.7983.1.3	Q9Y5F6	Protocadherin gamma-C5	PCDGM	PCDHGC5	ENSG00000240764	5	ENSG00000240764	140868808.0
PCNA.2915.6.2	P12004	Proliferating cell nuclear antigen	PCNA	PCNA	ENSG00000132646	20	ENSG00000132646	5103972.0
PCOLCE.11237.49.3	Q15113	Procollagen C-endopeptidase enhancer 1	PCOC1	PCOLCE	ENSG00000106333	7	ENSG00000106333	100201858.0
PCOLCE2.6081.52.3	Q9UKZ9	Procollagen C-endopeptidase enhancer 2	PCOC2	PCOLCE2	ENSG00000163710	3	ENSG00000163710	142607664.0
PCSK1.13388.57.3	P29120	Neuroendocrine convertase 1	NEC1	PCSK1	ENSG00000175426	5	ENSG00000175426	95768424.0
PCSK7.4459.68.2	Q16549	Proprotein convertase subtilisin/kexin type 7	PCSK7	PCSK7	ENSG00000160613	11	ENSG00000160613	117093779.0
PCYOX1L.5599.88.3	Q8NBM8	Prenylcysteine oxidase-like	PCYXL	PCYOX1L	ENSG00000145882	5	ENSG00000145882	148737632.0
PDCD1.9227.15.3	Q15116	Programmed cell death protein 1	PD-1	PDCD1	ENSG00000188389	2	ENSG00000188389	242801017.0
PDCD1LG2.3004.67.2	Q9BQ51	Programmed cell death 1 ligand 2	PD-L2	PDCD1LG2	ENSG00000197646	9	ENSG00000197646	5510557.5
PDCD5.12517.52.3	O14737	Programmed cell death protein 5	TFAR19	PDCD5	ENSG00000105185	19	ENSG00000105185	33072150.5
PDCL2.14192.31.3	Q8N4E4	Phosducin-like protein 2	PDCL2	PDCL2	ENSG00000163440	4	ENSG00000163440	56458379.0
PDE1A.5253.1.1	P54750	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	PDE1A	PDE1A	ENSG00000115252	2	ENSG00000115252	183387103.0
PDE2A.5246.64.3	O00408	cGMP-dependent 3',5'-cyclic phosphodiesterase	cGMP-stimulated PDE	PDE2A	ENSG00000186642	11	ENSG00000186642	72353487.0
PDE3A.5254.69.3	Q14432	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A	PDE3A	ENSG00000172572	12	ENSG00000172572	20523059.0
PDE4D.5255.22.3	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	PDE4D	PDE4D	ENSG00000113448	5	ENSG00000113448	59189625.0
PDE6D.13491.40.3	O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	PDE6D	PDE6D	ENSG00000156973	2	ENSG00000156973	232646001.0
PDE7A.5178.5.3	Q13946	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	PDE7A	PDE7A	ENSG00000205268	8	ENSG00000205268	66752363.0
PDE9A.5201.50.4	O76083	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	PDE9A	PDE9A	ENSG00000160191	21	ENSG00000160191	44073889.0
PDGFA.4499.21.1	P04085	Platelet-derived growth factor subunit A	PDGF-AA	PDGFA	ENSG00000197461	7	ENSG00000197461	559038.5
PDGFB.4149.8.2	P01127	Platelet-derived growth factor subunit B	PDGF-BB	PDGFB	ENSG00000100311	22	ENSG00000100311	39638078.0
PDGFC.3828.54.2	Q9NRA1	Platelet-derived growth factor C	PDGF-CC	PDGFC	ENSG00000145431	4	ENSG00000145431	157795124.0
PDGFD.9341.1.3	Q9GZP0	Platelet-derived growth factor D	PDGFD	PDGFD	ENSG00000170962	11	ENSG00000170962	104034835.0
PDGFRA.10366.11.3	P16234	Platelet-derived growth factor receptor alpha	PDGFRA	PDGFRA	ENSG00000134853	4	ENSG00000134853	55095744.0
PDGFRB.3459.49.2	P09619	Platelet-derived growth factor receptor beta	PDGF Rb	PDGFRB	ENSG00000113721	5	ENSG00000113721	149517000.0
PDGFRL.9713.67.3	Q15198	Platelet-derived growth factor receptor-like protein	PGFRL	PDGFRL	ENSG00000104213	8	ENSG00000104213	17434321.5
PDIA3.7832.181.3	P30101	Protein disulfide-isomerase A3	Protein disulfide isomerase A3	PDIA3	ENSG00000167004	15	ENSG00000167004	44038651.0
PDIA5.5593.11.3	Q14554	Protein disulfide-isomerase A5	PDIA5	PDIA5	ENSG00000065485	3	ENSG00000065485	122825433.5
PDILT.7092.7.3	Q8N807	Protein disulfide-isomerase-like protein of the testis	PDILT	PDILT	ENSG00000169340	16	ENSG00000169340	20415968.5
PDK1.5227.60.3	Q15118	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	PDK1	PDK1	ENSG00000152256	2	ENSG00000152256	173420735.0
PDK2.12651.21.3	Q15119	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	PDK2	PDK2	ENSG00000005882	17	ENSG00000005882	48173101.0
PDLIM4.12387.7.3	P50479	PDZ and LIM domain protein 4	PDLI4	PDLIM4	ENSG00000131435	5	ENSG00000131435	131593400.0
PDRG1.12593.33.3	Q9NUG6	p53 and DNA damage-regulated protein 1	PDRG1	PDRG1	ENSG00000088356	20	ENSG00000088356	30539895.0
PDXK.11098.1.3	O00764	Pyridoxal kinase	PDXK	PDXK	ENSG00000160209	21	ENSG00000160209	45148787.5
PDXP.3897.61.1	Q96GD0	Pyridoxal phosphate phosphatase	PLPP	PDXP	ENSG00000241360	22	ENSG00000241360	38057826.0
PDZD11.6219.14.3	Q5EBL8	PDZ domain-containing protein 11	PDZ11	PDZD11	ENSG00000120509	X	ENSG00000120509	69509812.0
PDZK1IP1.8260.13.3	Q13113	PDZK1-interacting protein 1	PDZ1I	PDZK1IP1	ENSG00000162366	1	ENSG00000162366	47655703.0
PEAR1.8275.31.3	Q5VY43	Platelet endothelial aggregation receptor 1	PEAR1	PEAR1	ENSG00000187800	1	ENSG00000187800	156863523.0
PEAR1.8892.14.3	Q5VY43	Platelet endothelial aggregation receptor 1	PEAR1	PEAR1	ENSG00000187800	1	ENSG00000187800	156863523.0
PECAM1.2695.25.1	P16284	Platelet endothelial cell adhesion molecule	PECAM-1	PECAM1				
PELI2.12702.13.3	Q9HAT8	E3 ubiquitin-protein ligase pellino homolog 2	PELI2	PELI2	ENSG00000139946	14	ENSG00000139946	56585093.0
PENK.9076.25.3	P01210	Proenkephalin-A	PENK	PENK	ENSG00000181195	8	ENSG00000181195	57359131.0
PES1.4267.81.3	O00541	Pescadillo homolog	PESC	PES1	ENSG00000100029	22	ENSG00000100029	30987867.0
PEX14.8300.82.3	O75381	Peroxisomal membrane protein PEX14	PEX14	PEX14	ENSG00000142655	1	ENSG00000142655	10535008.0
PEX5.5915.58.3	P50542	Peroxisomal targeting signal 1 receptor	PEX5	PEX5	ENSG00000139197	12	ENSG00000139197	7342307.0
PF4V1.5663.18.3	P10720	Platelet factor 4 variant	PF4V	PF4V1	ENSG00000109272	4	ENSG00000109272	74718906.0
PFDN5.4271.75.2	Q99471	Prefoldin subunit 5	PFD5	PFDN5	ENSG00000123349	12	ENSG00000123349	53689332.0
PFN2.13054.87.3	P35080	Profilin-2	Profilin II	PFN2	ENSG00000070087	3	ENSG00000070087	149688709.0
PGF.3078.1.2	P49763	Placenta growth factor	PlGF	PGF	ENSG00000119630	14	ENSG00000119630	75422290.0
PGK1.5020.50.1	P00558	Phosphoglycerate kinase 1	phosphoglycerate kinase 1	PGK1	ENSG00000102144	X	ENSG00000102144	77359752.0
PGK2.13936.24.3	P07205	Phosphoglycerate kinase 2	PGK2	PGK2	ENSG00000170950	6	ENSG00000170950	49755053.0
PGLYRP1.3329.14.2	O75594	Peptidoglycan recognition protein 1	PGRP-S	PGLYRP1	ENSG00000008438	19	ENSG00000008438	46526323.0
PGM1.9173.21.3	P36871	Phosphoglucomutase-1	PGM1	PGM1	ENSG00000079739	1	ENSG00000079739	64059743.0
PGRMC1.7863.50.3	O00264	Membrane-associated progesterone receptor component 1	PGRC1	PGRMC1	ENSG00000101856	X	ENSG00000101856	118370252.0
PGRMC2.10506.53.3	O15173	Membrane-associated progesterone receptor component 2	PGRC2	PGRMC2	ENSG00000164040	4	ENSG00000164040	129208543.0
PGRMC2.10631.9.3	O15173	Membrane-associated progesterone receptor component 2	PGRC2	PGRMC2	ENSG00000164040	4	ENSG00000164040	129208543.0
